Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
1,1,62,1,63,5,Beautification
1,2,32,2,33,5,Beautification
1,2,33,2,34,5,Beautification
1,2,40,2,41,5,Beautification
1,2,44,2,45,5,Beautification
1,2,45,2,46,5,Beautification
1,3,12,3,13,5,Beautification
1,3,16,3,17,5,Beautification
1,3,17,3,18,5,Beautification
1,3,27,3,28,5,Beautification
1,1,56,1,59,10,Bring-to-Hotspot
1,1,59,1,62,10,Bring-to-Hotspot
1,1,63,1,66,10,Bring-to-Hotspot
1,1,66,1,69,10,Bring-to-Hotspot
1,1,69,1,72,10,Bring-to-Hotspot
1,2,34,2,37,10,Bring-to-Hotspot
1,2,37,2,40,10,Bring-to-Hotspot
1,2,41,2,44,10,Bring-to-Hotspot
1,2,46,2,49,10,Bring-to-Hotspot
1,2,49,2,52,10,Bring-to-Hotspot
1,2,52,2,55,10,Bring-to-Hotspot
1,3,0,3,3,10,Bring-to-Hotspot
1,3,3,3,6,10,Bring-to-Hotspot
1,3,6,3,9,10,Bring-to-Hotspot
1,3,9,3,12,10,Bring-to-Hotspot
1,3,13,3,16,10,Bring-to-Hotspot
1,3,18,3,21,10,Bring-to-Hotspot
1,3,21,3,24,10,Bring-to-Hotspot
1,3,24,3,27,10,Bring-to-Hotspot
1,3,28,3,31,10,Bring-to-Hotspot
1,2,55,1,56,-5,Move to zone 1
1,3,31,2,32,-5,Move to zone 2
2,4,5,4,6,5,Beautification
2,4,6,4,7,5,Beautification
2,5,44,5,45,5,Beautification
2,5,51,5,52,5,Beautification
2,5,65,5,66,5,Beautification
2,12,22,12,23,5,Beautification
2,12,26,12,27,5,Beautification
2,12,36,12,37,5,Beautification
2,12,37,12,38,5,Beautification
2,12,41,12,42,5,Beautification
2,12,42,12,43,5,Beautification
2,4,2,4,5,10,Bring-to-Hotspot
2,4,7,4,10,10,Bring-to-Hotspot
2,4,10,4,13,10,Bring-to-Hotspot
2,4,13,4,16,10,Bring-to-Hotspot
2,4,16,4,19,10,Bring-to-Hotspot
2,5,45,5,48,10,Bring-to-Hotspot
2,5,48,5,51,10,Bring-to-Hotspot
2,5,52,5,55,10,Bring-to-Hotspot
2,5,56,5,59,10,Bring-to-Hotspot
2,5,59,5,62,10,Bring-to-Hotspot
2,5,62,5,65,10,Bring-to-Hotspot
2,5,66,5,69,10,Bring-to-Hotspot
2,5,69,5,72,10,Bring-to-Hotspot
2,12,23,12,26,10,Bring-to-Hotspot
2,12,27,12,30,10,Bring-to-Hotspot
2,12,30,12,33,10,Bring-to-Hotspot
2,12,33,12,36,10,Bring-to-Hotspot
2,12,38,12,41,10,Bring-to-Hotspot
2,4,19,11,20,-5,Move to zone 11
2,5,0,4,2,-10,Move to zone 4
2,11,20,12,22,-10,Move to zone 12
2,12,43,5,44,-5,Move to zone 5
2,5,55,5,56,0,Wait
3,7,49,7,50,5,Beautification
3,7,50,7,51,5,Beautification
3,8,3,8,4,5,Beautification
3,8,4,8,5,5,Beautification
3,8,30,8,31,5,Beautification
3,8,41,8,42,5,Beautification
3,8,45,8,46,5,Beautification
3,8,46,8,47,5,Beautification
3,8,47,8,48,5,Beautification
3,7,51,7,54,10,Bring-to-Hotspot
3,7,54,7,57,10,Bring-to-Hotspot
3,7,57,7,60,10,Bring-to-Hotspot
3,7,60,7,63,10,Bring-to-Hotspot
3,7,63,7,66,10,Bring-to-Hotspot
3,7,66,7,69,10,Bring-to-Hotspot
3,7,69,7,72,10,Bring-to-Hotspot
3,8,0,8,3,10,Bring-to-Hotspot
3,8,5,8,8,10,Bring-to-Hotspot
