Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
1,1,59,1,60,5,Beautification
1,2,35,2,36,5,Beautification
1,2,45,2,46,5,Beautification
1,3,0,3,1,5,Beautification
1,3,4,3,5,5,Beautification
1,3,5,3,6,5,Beautification
1,3,6,3,7,5,Beautification
1,3,10,3,11,5,Beautification
1,3,14,3,15,5,Beautification
1,3,15,3,16,5,Beautification
1,3,19,3,20,5,Beautification
1,4,30,4,31,5,Beautification
1,4,31,4,32,5,Beautification
1,4,32,4,33,5,Beautification
1,1,60,1,63,10,Bring-to-Hotspot
1,1,63,1,66,10,Bring-to-Hotspot
1,1,66,1,69,10,Bring-to-Hotspot
1,1,69,1,72,10,Bring-to-Hotspot
1,2,36,2,39,10,Bring-to-Hotspot
1,2,39,2,42,10,Bring-to-Hotspot
1,2,42,2,45,10,Bring-to-Hotspot
1,2,46,2,49,10,Bring-to-Hotspot
1,2,49,2,52,10,Bring-to-Hotspot
1,2,52,2,55,10,Bring-to-Hotspot
1,2,55,2,58,10,Bring-to-Hotspot
1,3,1,3,4,10,Bring-to-Hotspot
1,3,7,3,10,10,Bring-to-Hotspot
1,3,11,3,14,10,Bring-to-Hotspot
1,3,16,3,19,10,Bring-to-Hotspot
1,4,21,4,24,10,Bring-to-Hotspot
1,4,24,4,27,10,Bring-to-Hotspot
1,4,27,4,30,10,Bring-to-Hotspot
1,2,58,1,59,-5,Move to zone 1
1,3,20,4,21,-5,Move to zone 4
1,4,33,2,35,-10,Move to zone 2
2,5,6,5,7,5,Beautification
2,5,7,5,8,5,Beautification
2,5,8,5,9,5,Beautification
2,5,9,5,10,5,Beautification
2,5,10,5,11,5,Beautification
2,5,11,5,12,5,Beautification
2,12,19,12,20,5,Beautification
2,12,29,12,30,5,Beautification
2,12,33,12,34,5,Beautification
2,13,47,13,48,5,Beautification
2,13,48,13,49,5,Beautification
2,13,64,13,65,5,Beautification
2,13,65,13,66,5,Beautification
2,5,0,5,3,10,Bring-to-Hotspot
2,5,3,5,6,10,Bring-to-Hotspot
2,5,12,5,15,10,Bring-to-Hotspot
2,5,15,5,18,10,Bring-to-Hotspot
2,12,20,12,23,10,Bring-to-Hotspot
2,12,23,12,26,10,Bring-to-Hotspot
2,12,26,12,29,10,Bring-to-Hotspot
2,12,30,12,33,10,Bring-to-Hotspot
2,12,34,12,37,10,Bring-to-Hotspot
2,12,37,12,40,10,Bring-to-Hotspot
2,12,40,12,43,10,Bring-to-Hotspot
2,13,44,13,47,10,Bring-to-Hotspot
2,13,49,13,52,10,Bring-to-Hotspot
2,13,52,13,55,10,Bring-to-Hotspot
2,13,55,13,58,10,Bring-to-Hotspot
2,13,58,13,61,10,Bring-to-Hotspot
2,13,61,13,64,10,Bring-to-Hotspot
2,13,66,13,69,10,Bring-to-Hotspot
2,13,69,13,72,10,Bring-to-Hotspot
2,5,18,12,19,-5,Move to zone 12
2,12,43,13,44,-5,Move to zone 13
3,6,58,6,59,5,Beautification
3,6,59,6,60,5,Beautification
3,6,60,6,61,5,Beautification
3,6,61,6,62,5,Beautification
3,6,62,6,63,5,Beautification
3,6,63,6,64,5,Beautification
3,6,64,6,65,5,Beautification
3,6,65,6,66,5,Beautification
3,6,66,6,67,5,Beautification
3,6,67,6,68,5,Beautification
3,6,68,6,69,5,Beautification
3,6,69,6,70,5,Beautification
3,6,70,6,71,5,Beautification
3,6,71,6,72,5,Beautification
3,7,43,7,44,5,Beautification
3,7,47,7,48,5,Beautification
3,7,51,7,52,5,Beautification
3,7,52,7,53,5,Beautification
3,7,56,7,57,5,Beautification
3,8,0,8,1,5,Beautification
3,8,13,8,14,5,Beautification
3,8,14,8,15,5,Beautification
3,8,18,8,19,5,Beautification
3,8,22,8,23,5,Beautification
3,8,35,8,36,5,Beautification
3,7,44,7,47,10,Bring-to-Hotspot
3,7,48,7,51,10,Bring-to-Hotspot
3,7,53,7,56,10,Bring-to-Hotspot
3,8,1,8,4,10,Bring-to-Hotspot
3,8,4,8,7,10,Bring-to-Hotspot
3,8,7,8,10,10,Bring-to-Hotspot
3,8,10,8,13,10,Bring-to-Hotspot
3,8,15,8,18,10,Bring-to-Hotspot
3,8,19,8,22,10,Bring-to-Hotspot
3,8,23,8,26,10,Bring-to-Hotspot
3,8,26,8,29,10,Bring-to-Hotspot
3,8,29,8,32,10,Bring-to-Hotspot
3,8,32,8,35,10,Bring-to-Hotspot
3,8,36,8,39,10,Bring-to-Hotspot
3,8,39,8,42,10,Bring-to-Hotspot
3,7,57,6,58,-5,Move to zone 6
3,8,42,7,43,-5,Move to zone 7
4,10,35,10,36,5,Beautification
4,10,36,10,37,5,Beautification
4,10,37,10,38,5,Beautification
4,10,38,10,39,5,Beautification
4,10,39,10,40,5,Beautification
4,10,40,10,41,5,Beautification
4,10,44,10,45,5,Beautification
4,10,45,10,46,5,Beautification
4,10,46,10,47,5,Beautification
4,10,47,10,48,5,Beautification
4,10,48,10,49,5,Beautification
4,10,49,10,50,5,Beautification
4,10,53,10,54,5,Beautification
4,10,54,10,55,5,Beautification
4,10,55,10,56,5,Beautification
4,10,56,10,57,5,Beautification
4,10,57,10,58,5,Beautification
4,10,58,10,59,5,Beautification
4,10,62,10,63,5,Beautification
4,10,63,10,64,5,Beautification
4,10,64,10,65,5,Beautification
4,10,65,10,66,5,Beautification
4,11,0,11,1,5,Beautification
4,11,19,11,20,5,Beautification
4,11,20,11,21,5,Beautification
4,11,21,11,22,5,Beautification
4,11,28,11,29,5,Beautification
4,11,29,11,30,5,Beautification
4,11,33,11,34,5,Beautification
4,10,41,10,44,10,Bring-to-Hotspot
4,10,50,10,53,10,Bring-to-Hotspot
4,10,59,10,62,10,Bring-to-Hotspot
4,10,66,10,69,10,Bring-to-Hotspot
4,10,69,10,72,10,Bring-to-Hotspot
4,11,1,11,4,10,Bring-to-Hotspot
4,11,4,11,7,10,Bring-to-Hotspot
4,11,7,11,10,10,Bring-to-Hotspot
4,11,10,11,13,10,Bring-to-Hotspot
4,11,13,11,16,10,Bring-to-Hotspot
4,11,16,11,19,10,Bring-to-Hotspot
4,11,22,11,25,10,Bring-to-Hotspot
4,11,25,11,28,10,Bring-to-Hotspot
4,11,30,11,33,10,Bring-to-Hotspot
4,11,34,10,35,-5,Move to zone 10
5,9,53,9,54,5,Beautification
5,9,54,9,55,5,Beautification
5,9,55,9,56,5,Beautification
5,9,56,9,57,5,Beautification
5,9,57,9,58,5,Beautification
5,9,58,9,59,5,Beautification
5,9,59,9,60,5,Beautification
5,9,60,9,61,5,Beautification
5,9,61,9,62,5,Beautification
5,9,62,9,63,5,Beautification
5,9,63,9,64,5,Beautification
5,9,64,9,65,5,Beautification
5,9,65,9,66,5,Beautification
5,9,66,9,67,5,Beautification
5,9,70,9,71,5,Beautification
5,9,71,9,72,5,Beautification
5,14,34,14,35,5,Beautification
5,14,35,14,36,5,Beautification
5,14,36,14,37,5,Beautification
5,14,37,14,38,5,Beautification
5,14,38,14,39,5,Beautification
5,14,39,14,40,5,Beautification
5,14,40,14,41,5,Beautification
5,14,44,14,45,5,Beautification
5,15,3,15,4,5,Beautification
5,15,7,15,8,5,Beautification
5,15,8,15,9,5,Beautification
5,15,9,15,10,5,Beautification
5,15,10,15,11,5,Beautification
5,15,22,15,23,5,Beautification
5,15,23,15,24,5,Beautification
5,15,24,15,25,5,Beautification
5,15,25,15,26,5,Beautification
5,15,26,15,27,5,Beautification
5,15,27,15,28,5,Beautification
5,15,28,15,29,5,Beautification
5,15,29,15,30,5,Beautification
5,16,12,16,13,5,Beautification
5,16,13,16,14,5,Beautification
5,16,14,16,15,5,Beautification
5,16,15,16,16,5,Beautification
5,16,16,16,17,5,Beautification
5,16,17,16,18,5,Beautification
5,9,47,9,50,10,Bring-to-Hotspot
5,9,50,9,53,10,Bring-to-Hotspot
5,9,67,9,70,10,Bring-to-Hotspot
5,14,31,14,34,10,Bring-to-Hotspot
5,14,41,14,44,10,Bring-to-Hotspot
5,15,0,15,3,10,Bring-to-Hotspot
5,15,4,15,7,10,Bring-to-Hotspot
5,16,18,16,21,10,Bring-to-Hotspot
5,14,45,9,47,-10,Move to zone 9
5,15,30,14,31,-5,Move to zone 14
5,15,11,16,12,-5,Move to zone 16
5,16,21,15,22,-5,Move to zone 15
