Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
1,2,18,2,19,5,Beautification
1,2,19,2,20,5,Beautification
1,2,20,2,21,5,Beautification
1,2,24,2,25,5,Beautification
1,2,28,2,29,5,Beautification
1,2,29,2,30,5,Beautification
1,2,33,2,34,5,Beautification
1,3,3,3,4,5,Beautification
1,3,4,3,5,5,Beautification
1,3,8,3,9,5,Beautification
1,3,9,3,10,5,Beautification
1,3,13,3,14,5,Beautification
1,3,44,3,45,5,Beautification
1,3,45,3,46,5,Beautification
1,3,46,3,47,5,Beautification
1,10,48,10,49,5,Beautification
1,10,49,10,50,5,Beautification
1,10,50,10,51,5,Beautification
1,10,51,10,52,5,Beautification
1,10,52,10,53,5,Beautification
1,10,53,10,54,5,Beautification
1,10,54,10,55,5,Beautification
1,10,55,10,56,5,Beautification
1,10,56,10,57,5,Beautification
1,10,57,10,58,5,Beautification
1,10,58,10,59,5,Beautification
1,10,59,10,60,5,Beautification
1,10,60,10,61,5,Beautification
1,10,61,10,62,5,Beautification
1,10,62,10,63,5,Beautification
1,10,63,10,64,5,Beautification
1,10,64,10,65,5,Beautification
1,10,65,10,66,5,Beautification
1,10,66,10,67,5,Beautification
1,10,67,10,68,5,Beautification
1,10,68,10,69,5,Beautification
1,10,69,10,70,5,Beautification
1,10,70,10,71,5,Beautification
1,10,71,10,72,5,Beautification
1,2,21,2,24,10,Bring-to-Hotspot
1,2,25,2,28,10,Bring-to-Hotspot
1,2,30,2,33,10,Bring-to-Hotspot
1,3,0,3,3,10,Bring-to-Hotspot
1,3,5,3,8,10,Bring-to-Hotspot
1,3,10,3,13,10,Bring-to-Hotspot
1,3,14,3,17,10,Bring-to-Hotspot
1,3,35,3,38,10,Bring-to-Hotspot
1,3,38,3,41,10,Bring-to-Hotspot
1,3,41,3,44,10,Bring-to-Hotspot
1,2,34,3,35,-5,Move to zone 3
1,3,17,2,18,-5,Move to zone 2
1,3,47,10,48,-5,Move to zone 10
2,5,0,5,1,5,Beautification
2,5,1,5,2,5,Beautification
2,5,8,5,9,5,Beautification
2,5,9,5,10,5,Beautification
2,5,13,5,14,5,Beautification
2,5,14,5,15,5,Beautification
2,5,15,5,16,5,Beautification
2,5,16,5,17,5,Beautification
2,5,17,5,18,5,Beautification
2,5,18,5,19,5,Beautification
2,6,20,6,21,5,Beautification
2,6,21,6,22,5,Beautification
2,6,22,6,23,5,Beautification
2,6,23,6,24,5,Beautification
2,6,24,6,25,5,Beautification
2,6,25,6,26,5,Beautification
2,6,26,6,27,5,Beautification
2,6,30,6,31,5,Beautification
2,6,31,6,32,5,Beautification
2,6,38,6,39,5,Beautification
2,6,39,6,40,5,Beautification
2,6,40,6,41,5,Beautification
2,6,41,6,42,5,Beautification
2,6,42,6,43,5,Beautification
