Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
1,2,26,2,27,5,Beautification
1,2,27,2,28,5,Beautification
1,2,28,2,29,5,Beautification
1,2,32,2,33,5,Beautification
1,2,33,2,34,5,Beautification
1,2,34,2,35,5,Beautification
1,2,38,2,39,5,Beautification
1,3,0,3,1,5,Beautification
1,3,1,3,2,5,Beautification
1,3,20,3,21,5,Beautification
1,3,24,3,25,5,Beautification
1,9,40,9,41,5,Beautification
1,9,47,9,48,5,Beautification
1,9,51,9,52,5,Beautification
1,9,55,9,56,5,Beautification
1,9,62,9,63,5,Beautification
1,9,63,9,64,5,Beautification
1,9,64,9,65,5,Beautification
1,9,65,9,66,5,Beautification
1,2,29,2,32,10,Bring-to-Hotspot
1,2,35,2,38,10,Bring-to-Hotspot
1,3,2,3,5,10,Bring-to-Hotspot
1,3,5,3,8,10,Bring-to-Hotspot
1,3,8,3,11,10,Bring-to-Hotspot
1,3,11,3,14,10,Bring-to-Hotspot
1,3,14,3,17,10,Bring-to-Hotspot
1,3,17,3,20,10,Bring-to-Hotspot
1,3,21,3,24,10,Bring-to-Hotspot
1,9,41,9,44,10,Bring-to-Hotspot
1,9,44,9,47,10,Bring-to-Hotspot
1,9,48,9,51,10,Bring-to-Hotspot
1,9,52,9,55,10,Bring-to-Hotspot
1,9,56,9,59,10,Bring-to-Hotspot
1,9,59,9,62,10,Bring-to-Hotspot
1,9,66,9,69,10,Bring-to-Hotspot
1,9,69,9,72,10,Bring-to-Hotspot
1,2,39,9,40,-5,Move to zone 9
1,3,25,2,26,-5,Move to zone 2
2,5,3,5,4,5,Beautification
2,5,10,5,11,5,Beautification
2,5,14,5,15,5,Beautification
2,12,22,12,23,5,Beautification
2,12,26,12,27,5,Beautification
2,12,30,12,31,5,Beautification
2,13,48,13,49,5,Beautification
2,13,52,13,53,5,Beautification
2,13,64,13,65,5,Beautification
2,13,68,13,69,5,Beautification
2,5,0,5,3,10,Bring-to-Hotspot
2,5,4,5,7,10,Bring-to-Hotspot
2,5,7,5,10,10,Bring-to-Hotspot
2,5,11,5,14,10,Bring-to-Hotspot
2,5,15,5,18,10,Bring-to-Hotspot
2,5,18,5,21,10,Bring-to-Hotspot
2,12,23,12,26,10,Bring-to-Hotspot
2,12,27,12,30,10,Bring-to-Hotspot
2,12,31,12,34,10,Bring-to-Hotspot
2,12,34,12,37,10,Bring-to-Hotspot
2,12,37,12,40,10,Bring-to-Hotspot
2,12,40,12,43,10,Bring-to-Hotspot
2,13,45,13,48,10,Bring-to-Hotspot
2,13,49,13,52,10,Bring-to-Hotspot
2,13,53,13,56,10,Bring-to-Hotspot
2,13,58,13,61,10,Bring-to-Hotspot
2,13,61,13,64,10,Bring-to-Hotspot
2,13,65,13,68,10,Bring-to-Hotspot
2,13,69,13,72,10,Bring-to-Hotspot
2,5,21,12,22,-5,Move to zone 12
2,12,44,13,45,-5,Move to zone 13
2,12,43,12,44,0,Wait
2,13,56,13,57,0,Wait
2,13,57,13,58,0,Wait
3,6,42,6,43,5,Beautification
3,6,43,6,44,5,Beautification
3,6,56,6,57,5,Beautification
3,7,29,7,30,5,Beautification
3,7,36,7,37,5,Beautification
3,7,37,7,38,5,Beautification
3,8,0,8,1,5,Beautification
3,8,4,8,5,5,Beautification
3,8,5,8,6,5,Beautification
3,8,15,8,16,5,Beautification
3,8,16,8,17,5,Beautification
3,8,23,8,24,5,Beautification
3,8,24,8,25,5,Beautification
3,8,25,8,26,5,Beautification
3,8,26,8,27,5,Beautification
3,8,27,8,28,5,Beautification
3,6,44,6,47,10,Bring-to-Hotspot
3,6,47,6,50,10,Bring-to-Hotspot
3,6,50,6,53,10,Bring-to-Hotspot
3,6,53,6,56,10,Bring-to-Hotspot
3,6,57,6,60,10,Bring-to-Hotspot
3,6,60,6,63,10,Bring-to-Hotspot
3,6,63,6,66,10,Bring-to-Hotspot
3,6,66,6,69,10,Bring-to-Hotspot
3,6,69,6,72,10,Bring-to-Hotspot
3,7,30,7,33,10,Bring-to-Hotspot
3,7,33,7,36,10,Bring-to-Hotspot
3,7,38,7,41,10,Bring-to-Hotspot
3,8,1,8,4,10,Bring-to-Hotspot
3,8,6,8,9,10,Bring-to-Hotspot
3,8,9,8,12,10,Bring-to-Hotspot
3,8,12,8,15,10,Bring-to-Hotspot
3,8,17,8,20,10,Bring-to-Hotspot
3,8,20,8,23,10,Bring-to-Hotspot
3,7,41,6,42,-5,Move to zone 6
3,8,28,7,29,-5,Move to zone 7
4,10,22,10,23,5,Beautification
4,10,29,10,30,5,Beautification
4,10,42,10,43,5,Beautification
4,10,43,10,44,5,Beautification
4,10,47,10,48,5,Beautification
4,10,55,10,56,5,Beautification
4,10,56,10,57,5,Beautification
4,10,57,10,58,5,Beautification
4,10,58,10,59,5,Beautification
4,10,62,10,63,5,Beautification
4,11,0,11,1,5,Beautification
4,11,1,11,2,5,Beautification
4,11,2,11,3,5,Beautification
4,11,6,11,7,5,Beautification
4,11,7,11,8,5,Beautification
4,11,8,11,9,5,Beautification
4,11,9,11,10,5,Beautification
4,11,16,11,17,5,Beautification
4,11,17,11,18,5,Beautification
4,10,23,10,26,10,Bring-to-Hotspot
4,10,26,10,29,10,Bring-to-Hotspot
4,10,30,10,33,10,Bring-to-Hotspot
4,10,33,10,36,10,Bring-to-Hotspot
4,10,36,10,39,10,Bring-to-Hotspot
4,10,39,10,42,10,Bring-to-Hotspot
4,10,44,10,47,10,Bring-to-Hotspot
4,10,48,10,51,10,Bring-to-Hotspot
4,10,52,10,55,10,Bring-to-Hotspot
4,10,59,10,62,10,Bring-to-Hotspot
4,10,63,10,66,10,Bring-to-Hotspot
4,10,66,10,69,10,Bring-to-Hotspot
4,10,69,10,72,10,Bring-to-Hotspot
4,11,3,11,6,10,Bring-to-Hotspot
4,11,10,11,13,10,Bring-to-Hotspot
4,11,13,11,16,10,Bring-to-Hotspot
4,11,18,11,21,10,Bring-to-Hotspot
4,11,21,10,22,-5,Move to zone 10
4,10,51,10,52,0,Wait
5,14,51,14,52,5,Beautification
5,14,52,14,53,5,Beautification
5,14,71,14,72,5,Beautification
5,15,17,15,18,5,Beautification
5,15,30,15,31,5,Beautification
5,15,31,15,32,5,Beautification
5,15,32,15,33,5,Beautification
5,16,2,16,3,5,Beautification
5,16,9,16,10,5,Beautification
5,14,53,14,56,10,Bring-to-Hotspot
5,14,56,14,59,10,Bring-to-Hotspot
5,14,59,14,62,10,Bring-to-Hotspot
5,14,62,14,65,10,Bring-to-Hotspot
5,14,65,14,68,10,Bring-to-Hotspot
5,14,68,14,71,10,Bring-to-Hotspot
5,15,18,15,21,10,Bring-to-Hotspot
5,15,21,15,24,10,Bring-to-Hotspot
5,15,24,15,27,10,Bring-to-Hotspot
5,15,27,15,30,10,Bring-to-Hotspot
5,15,33,15,36,10,Bring-to-Hotspot
5,15,38,15,41,10,Bring-to-Hotspot
5,15,41,15,44,10,Bring-to-Hotspot
5,15,44,15,47,10,Bring-to-Hotspot
5,15,47,15,50,10,Bring-to-Hotspot
5,16,3,16,6,10,Bring-to-Hotspot
5,16,6,16,9,10,Bring-to-Hotspot
5,16,10,16,13,10,Bring-to-Hotspot
5,16,13,16,16,10,Bring-to-Hotspot
5,15,50,14,51,-5,Move to zone 14
5,15,0,16,1,-5,Move to zone 16
5,16,16,15,17,-5,Move to zone 15
5,15,36,15,37,0,Wait
5,15,37,15,38,0,Wait
5,16,1,16,2,0,Wait
