Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
1,10,1,10,2,5,Beautification
1,10,2,10,3,5,Beautification
1,10,6,10,7,5,Beautification
1,10,10,10,11,5,Beautification
1,10,11,10,12,5,Beautification
1,10,18,10,19,5,Beautification
1,10,40,10,41,5,Beautification
1,10,44,10,45,5,Beautification
1,10,48,10,49,5,Beautification
1,10,49,10,50,5,Beautification
1,10,56,10,57,5,Beautification
1,10,63,10,64,5,Beautification
1,10,64,10,65,5,Beautification
1,10,65,10,66,5,Beautification
1,10,3,10,6,10,Bring-to-Hotspot
1,10,7,10,10,10,Bring-to-Hotspot
1,10,12,10,15,10,Bring-to-Hotspot
1,10,15,10,18,10,Bring-to-Hotspot
1,10,19,10,22,10,Bring-to-Hotspot
1,10,22,10,25,10,Bring-to-Hotspot
1,10,25,10,28,10,Bring-to-Hotspot
1,10,28,10,31,10,Bring-to-Hotspot
1,10,31,10,34,10,Bring-to-Hotspot
1,10,34,10,37,10,Bring-to-Hotspot
1,10,37,10,40,10,Bring-to-Hotspot
1,10,41,10,44,10,Bring-to-Hotspot
1,10,45,10,48,10,Bring-to-Hotspot
1,10,50,10,53,10,Bring-to-Hotspot
1,10,53,10,56,10,Bring-to-Hotspot
1,10,57,10,60,10,Bring-to-Hotspot
1,10,60,10,63,10,Bring-to-Hotspot
1,10,66,10,69,10,Bring-to-Hotspot
1,10,69,10,72,10,Bring-to-Hotspot
1,3,0,10,1,-5,Move to zone 10
2,5,9,5,10,5,Beautification
2,5,19,5,20,5,Beautification
2,5,20,5,21,5,Beautification
2,5,27,5,28,5,Beautification
2,11,45,11,46,5,Beautification
2,11,46,11,47,5,Beautification
2,11,47,11,48,5,Beautification
2,11,48,11,49,5,Beautification
2,11,49,11,50,5,Beautification
2,11,50,11,51,5,Beautification
2,11,51,11,52,5,Beautification
2,11,52,11,53,5,Beautification
2,12,38,12,39,5,Beautification
2,12,42,12,43,5,Beautification
2,12,55,12,56,5,Beautification
2,12,68,12,69,5,Beautification
2,5,0,5,3,10,Bring-to-Hotspot
2,5,3,5,6,10,Bring-to-Hotspot
2,5,6,5,9,10,Bring-to-Hotspot
2,5,10,5,13,10,Bring-to-Hotspot
2,5,13,5,16,10,Bring-to-Hotspot
2,5,16,5,19,10,Bring-to-Hotspot
2,5,21,5,24,10,Bring-to-Hotspot
2,5,24,5,27,10,Bring-to-Hotspot
2,5,28,5,31,10,Bring-to-Hotspot
2,12,32,12,35,10,Bring-to-Hotspot
2,12,35,12,38,10,Bring-to-Hotspot
2,12,39,12,42,10,Bring-to-Hotspot
2,12,56,12,59,10,Bring-to-Hotspot
2,12,59,12,62,10,Bring-to-Hotspot
2,12,62,12,65,10,Bring-to-Hotspot
2,12,65,12,68,10,Bring-to-Hotspot
2,12,69,12,72,10,Bring-to-Hotspot
2,5,31,12,32,-5,Move to zone 12
2,11,53,12,55,-10,Move to zone 12
2,12,43,11,45,-10,Move to zone 11
3,7,47,7,48,5,Beautification
3,8,0,8,1,5,Beautification
3,8,1,8,2,5,Beautification
3,8,2,8,3,5,Beautification
3,8,15,8,16,5,Beautification
3,8,19,8,20,5,Beautification
3,8,32,8,33,5,Beautification
3,8,33,8,34,5,Beautification
3,8,34,8,35,5,Beautification
3,8,38,8,39,5,Beautification
3,8,39,8,40,5,Beautification
3,7,48,7,51,10,Bring-to-Hotspot
3,7,51,7,54,10,Bring-to-Hotspot
3,7,54,7,57,10,Bring-to-Hotspot
3,7,57,7,60,10,Bring-to-Hotspot
3,7,60,7,63,10,Bring-to-Hotspot
3,7,63,7,66,10,Bring-to-Hotspot
3,7,66,7,69,10,Bring-to-Hotspot
3,7,69,7,72,10,Bring-to-Hotspot
3,8,3,8,6,10,Bring-to-Hotspot
3,8,6,8,9,10,Bring-to-Hotspot
3,8,9,8,12,10,Bring-to-Hotspot
3,8,12,8,15,10,Bring-to-Hotspot
3,8,16,8,19,10,Bring-to-Hotspot
3,8,20,8,23,10,Bring-to-Hotspot
3,8,23,8,26,10,Bring-to-Hotspot
3,8,26,8,29,10,Bring-to-Hotspot
3,8,29,8,32,10,Bring-to-Hotspot
3,8,35,8,38,10,Bring-to-Hotspot
3,8,40,8,43,10,Bring-to-Hotspot
3,8,43,8,46,10,Bring-to-Hotspot
3,8,46,7,47,-5,Move to zone 7
4,2,16,2,17,5,Beautification
4,2,17,2,18,5,Beautification
4,2,18,2,19,5,Beautification
4,2,19,2,20,5,Beautification
4,2,23,2,24,5,Beautification
4,2,24,2,25,5,Beautification
4,2,25,2,26,5,Beautification
4,2,26,2,27,5,Beautification
4,2,27,2,28,5,Beautification
4,2,28,2,29,5,Beautification
4,9,0,9,1,5,Beautification
4,9,4,9,5,5,Beautification
4,9,8,9,9,5,Beautification
4,9,9,9,10,5,Beautification
4,9,10,9,11,5,Beautification
4,9,14,9,15,5,Beautification
4,9,30,9,31,5,Beautification
4,9,31,9,32,5,Beautification
4,9,35,9,36,5,Beautification
4,2,20,2,23,10,Bring-to-Hotspot
4,9,1,9,4,10,Bring-to-Hotspot
4,9,5,9,8,10,Bring-to-Hotspot
4,9,11,9,14,10,Bring-to-Hotspot
4,9,32,9,35,10,Bring-to-Hotspot
4,9,36,9,39,10,Bring-to-Hotspot
4,9,39,9,42,10,Bring-to-Hotspot
4,9,42,9,45,10,Bring-to-Hotspot
4,9,45,9,48,10,Bring-to-Hotspot
4,9,48,9,51,10,Bring-to-Hotspot
4,9,51,9,54,10,Bring-to-Hotspot
4,9,54,9,57,10,Bring-to-Hotspot
4,9,57,9,60,10,Bring-to-Hotspot
4,9,60,9,63,10,Bring-to-Hotspot
4,9,63,9,66,10,Bring-to-Hotspot
4,9,66,9,69,10,Bring-to-Hotspot
4,9,69,9,72,10,Bring-to-Hotspot
4,2,29,9,30,-5,Move to zone 9
4,9,15,2,16,-5,Move to zone 2
5,3,17,3,18,5,Beautification
5,3,18,3,19,5,Beautification
5,3,25,3,26,5,Beautification
5,3,32,3,33,5,Beautification
5,3,33,3,34,5,Beautification
5,3,34,3,35,5,Beautification
5,4,48,4,49,5,Beautification
5,4,49,4,50,5,Beautification
5,11,0,11,1,5,Beautification
5,11,1,11,2,5,Beautification
5,11,2,11,3,5,Beautification
5,11,3,11,4,5,Beautification
5,11,4,11,5,5,Beautification
5,11,5,11,6,5,Beautification
5,11,6,11,7,5,Beautification
5,11,7,11,8,5,Beautification
5,11,8,11,9,5,Beautification
5,11,12,11,13,5,Beautification
5,11,13,11,14,5,Beautification
5,3,19,3,22,10,Bring-to-Hotspot
5,3,22,3,25,10,Bring-to-Hotspot
5,3,26,3,29,10,Bring-to-Hotspot
5,3,29,3,32,10,Bring-to-Hotspot
5,3,35,3,38,10,Bring-to-Hotspot
5,3,38,3,41,10,Bring-to-Hotspot
5,3,41,3,44,10,Bring-to-Hotspot
5,3,44,3,47,10,Bring-to-Hotspot
5,4,51,4,54,10,Bring-to-Hotspot
5,4,54,4,57,10,Bring-to-Hotspot
5,4,57,4,60,10,Bring-to-Hotspot
5,4,60,4,63,10,Bring-to-Hotspot
5,4,63,4,66,10,Bring-to-Hotspot
5,4,66,4,69,10,Bring-to-Hotspot
5,11,9,11,12,10,Bring-to-Hotspot
5,3,47,4,48,-5,Move to zone 4
5,4,16,3,17,-5,Move to zone 3
5,11,14,4,15,-5,Move to zone 4
5,4,15,4,16,0,Wait
5,4,50,4,51,0,Wait
