Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
1,3,6,3,7,5,Beautification
1,3,8,3,9,5,Beautification
1,3,9,3,10,5,Beautification
1,10,31,10,32,5,Beautification
1,10,32,10,33,5,Beautification
1,10,33,10,34,5,Beautification
1,10,41,10,42,5,Beautification
1,10,42,10,43,5,Beautification
1,10,46,10,47,5,Beautification
1,10,59,10,60,5,Beautification
1,3,0,3,3,10,Bring-to-Hotspot
1,3,3,3,6,10,Bring-to-Hotspot
1,3,10,3,13,10,Bring-to-Hotspot
1,3,13,3,16,10,Bring-to-Hotspot
1,3,16,3,19,10,Bring-to-Hotspot
1,3,19,3,22,10,Bring-to-Hotspot
1,10,23,10,26,10,Bring-to-Hotspot
1,10,27,10,30,10,Bring-to-Hotspot
1,10,34,10,37,10,Bring-to-Hotspot
1,10,38,10,41,10,Bring-to-Hotspot
1,10,43,10,46,10,Bring-to-Hotspot
1,10,47,10,50,10,Bring-to-Hotspot
1,10,50,10,53,10,Bring-to-Hotspot
1,10,53,10,56,10,Bring-to-Hotspot
1,10,56,10,59,10,Bring-to-Hotspot
1,10,60,10,63,10,Bring-to-Hotspot
1,10,63,10,66,10,Bring-to-Hotspot
1,10,66,10,69,10,Bring-to-Hotspot
1,10,69,10,72,10,Bring-to-Hotspot
1,3,22,10,23,-5,Move to zone 10
1,3,7,3,8,0,Wait
1,10,26,10,27,0,Wait
1,10,30,10,31,0,Wait
1,10,37,10,38,0,Wait
2,5,0,5,1,5,Beautification
2,5,39,5,40,5,Beautification
2,12,50,12,51,5,Beautification
2,12,62,12,63,5,Beautification
2,5,5,5,8,10,Bring-to-Hotspot
2,5,11,5,14,10,Bring-to-Hotspot
2,5,17,5,20,10,Bring-to-Hotspot
2,5,25,5,28,10,Bring-to-Hotspot
2,5,30,5,33,10,Bring-to-Hotspot
2,5,46,5,49,10,Bring-to-Hotspot
2,12,53,12,56,10,Bring-to-Hotspot
2,12,56,12,59,10,Bring-to-Hotspot
2,12,59,12,62,10,Bring-to-Hotspot
2,12,63,12,66,10,Bring-to-Hotspot
2,12,66,12,69,10,Bring-to-Hotspot
2,12,69,12,72,10,Bring-to-Hotspot
2,5,49,12,50,-5,Move to zone 12
2,5,1,5,2,0,Wait
2,5,2,5,3,0,Wait
2,5,3,5,4,0,Wait
2,5,4,5,5,0,Wait
2,5,8,5,9,0,Wait
2,5,9,5,10,0,Wait
2,5,10,5,11,0,Wait
2,5,14,5,15,0,Wait
2,5,15,5,16,0,Wait
2,5,16,5,17,0,Wait
2,5,20,5,21,0,Wait
2,5,21,5,22,0,Wait
2,5,22,5,23,0,Wait
2,5,23,5,24,0,Wait
2,5,24,5,25,0,Wait
2,5,28,5,29,0,Wait
2,5,29,5,30,0,Wait
2,5,33,5,34,0,Wait
2,5,34,5,35,0,Wait
2,5,35,5,36,0,Wait
2,5,36,5,37,0,Wait
2,5,37,5,38,0,Wait
2,5,38,5,39,0,Wait
2,5,40,5,41,0,Wait
2,5,41,5,42,0,Wait
2,5,42,5,43,0,Wait
2,5,43,5,44,0,Wait
2,5,44,5,45,0,Wait
2,5,45,5,46,0,Wait
2,12,51,12,52,0,Wait
2,12,52,12,53,0,Wait
3,8,34,8,35,5,Beautification
3,8,36,8,37,5,Beautification
3,8,52,8,53,5,Beautification
3,8,71,8,72,5,Beautification
3,8,0,8,3,10,Bring-to-Hotspot
3,8,14,8,17,10,Bring-to-Hotspot
3,8,19,8,22,10,Bring-to-Hotspot
3,8,27,8,30,10,Bring-to-Hotspot
3,8,31,8,34,10,Bring-to-Hotspot
3,8,41,8,44,10,Bring-to-Hotspot
3,8,47,8,50,10,Bring-to-Hotspot
3,8,54,8,57,10,Bring-to-Hotspot
3,8,67,8,70,10,Bring-to-Hotspot
3,8,3,8,4,0,Wait
3,8,4,8,5,0,Wait
3,8,5,8,6,0,Wait
3,8,6,8,7,0,Wait
3,8,7,8,8,0,Wait
3,8,8,8,9,0,Wait
3,8,9,8,10,0,Wait
3,8,10,8,11,0,Wait
3,8,11,8,12,0,Wait
3,8,12,8,13,0,Wait
3,8,13,8,14,0,Wait
3,8,17,8,18,0,Wait
3,8,18,8,19,0,Wait
3,8,22,8,23,0,Wait
3,8,23,8,24,0,Wait
3,8,24,8,25,0,Wait
3,8,25,8,26,0,Wait
3,8,26,8,27,0,Wait
3,8,30,8,31,0,Wait
3,8,35,8,36,0,Wait
3,8,37,8,38,0,Wait
3,8,38,8,39,0,Wait
3,8,39,8,40,0,Wait
3,8,40,8,41,0,Wait
3,8,44,8,45,0,Wait
3,8,45,8,46,0,Wait
3,8,46,8,47,0,Wait
3,8,50,8,51,0,Wait
3,8,51,8,52,0,Wait
3,8,53,8,54,0,Wait
3,8,57,8,58,0,Wait
3,8,58,8,59,0,Wait
3,8,59,8,60,0,Wait
3,8,60,8,61,0,Wait
3,8,61,8,62,0,Wait
3,8,62,8,63,0,Wait
3,8,63,8,64,0,Wait
3,8,64,8,65,0,Wait
3,8,65,8,66,0,Wait
3,8,66,8,67,0,Wait
3,8,70,8,71,0,Wait
4,1,71,1,72,5,Beautification
4,2,53,2,54,5,Beautification
4,9,3,9,4,5,Beautification
4,9,4,9,5,5,Beautification
4,9,8,9,9,5,Beautification
4,9,33,9,34,5,Beautification
4,1,59,1,62,10,Bring-to-Hotspot
4,1,62,1,65,10,Bring-to-Hotspot
4,1,68,1,71,10,Bring-to-Hotspot
4,2,38,2,41,10,Bring-to-Hotspot
4,2,41,2,44,10,Bring-to-Hotspot
4,2,44,2,47,10,Bring-to-Hotspot
4,2,47,2,50,10,Bring-to-Hotspot
4,2,50,2,53,10,Bring-to-Hotspot
4,2,54,2,57,10,Bring-to-Hotspot
4,9,0,9,3,10,Bring-to-Hotspot
4,9,5,9,8,10,Bring-to-Hotspot
4,9,9,9,12,10,Bring-to-Hotspot
4,9,12,9,15,10,Bring-to-Hotspot
4,9,15,9,18,10,Bring-to-Hotspot
4,9,18,9,21,10,Bring-to-Hotspot
4,9,21,9,24,10,Bring-to-Hotspot
4,9,24,9,27,10,Bring-to-Hotspot
4,9,27,9,30,10,Bring-to-Hotspot
4,9,30,9,33,10,Bring-to-Hotspot
