Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
1,3,0,3,1,5,Beautification
1,3,1,3,2,5,Beautification
1,3,2,3,3,5,Beautification
1,3,3,3,4,5,Beautification
1,3,4,3,5,5,Beautification
1,3,5,3,6,5,Beautification
1,3,6,3,7,5,Beautification
1,3,7,3,8,5,Beautification
1,3,8,3,9,5,Beautification
1,3,9,3,10,5,Beautification
1,3,10,3,11,5,Beautification
1,3,11,3,12,5,Beautification
1,3,12,3,13,5,Beautification
1,3,13,3,14,5,Beautification
1,9,16,9,17,5,Beautification
1,9,17,9,18,5,Beautification
1,9,18,9,19,5,Beautification
1,9,19,9,20,5,Beautification
1,9,20,9,21,5,Beautification
1,9,21,9,22,5,Beautification
1,9,22,9,23,5,Beautification
1,9,23,9,24,5,Beautification
1,9,24,9,25,5,Beautification
1,9,25,9,26,5,Beautification
1,9,26,9,27,5,Beautification
1,9,27,9,28,5,Beautification
1,9,28,9,29,5,Beautification
1,9,29,9,30,5,Beautification
1,9,30,9,31,5,Beautification
1,9,31,9,32,5,Beautification
1,9,32,9,33,5,Beautification
1,9,33,9,34,5,Beautification
1,9,34,9,35,5,Beautification
1,9,35,9,36,5,Beautification
1,9,36,9,37,5,Beautification
1,9,37,9,38,5,Beautification
1,9,38,9,39,5,Beautification
1,9,39,9,40,5,Beautification
1,9,40,9,41,5,Beautification
1,10,42,10,43,5,Beautification
1,10,43,10,44,5,Beautification
1,10,44,10,45,5,Beautification
1,10,45,10,46,5,Beautification
1,10,46,10,47,5,Beautification
1,10,47,10,48,5,Beautification
1,10,48,10,49,5,Beautification
1,10,49,10,50,5,Beautification
1,10,50,10,51,5,Beautification
1,10,51,10,52,5,Beautification
1,10,52,10,53,5,Beautification
1,10,53,10,54,5,Beautification
1,10,54,10,55,5,Beautification
1,10,55,10,56,5,Beautification
1,10,56,10,57,5,Beautification
1,10,57,10,58,5,Beautification
1,10,58,10,59,5,Beautification
1,10,59,10,60,5,Beautification
1,10,60,10,61,5,Beautification
1,10,61,10,62,5,Beautification
1,10,62,10,63,5,Beautification
1,10,63,10,64,5,Beautification
1,10,64,10,65,5,Beautification
1,10,65,10,66,5,Beautification
1,10,66,10,67,5,Beautification
1,10,67,10,68,5,Beautification
1,10,68,10,69,5,Beautification
1,10,69,10,70,5,Beautification
1,10,70,10,71,5,Beautification
1,10,71,10,72,5,Beautification
1,3,14,10,15,-5,Move to zone 10
1,9,41,10,42,-5,Move to zone 10
1,10,15,9,16,-5,Move to zone 9
2,5,0,5,1,5,Beautification
2,5,1,5,2,5,Beautification
2,5,2,5,3,5,Beautification
2,5,3,5,4,5,Beautification
2,5,63,5,64,5,Beautification
2,5,64,5,65,5,Beautification
2,5,65,5,66,5,Beautification
2,5,66,5,67,5,Beautification
2,5,67,5,68,5,Beautification
2,5,71,5,72,5,Beautification
2,6,38,6,39,5,Beautification
2,6,39,6,40,5,Beautification
2,6,43,6,44,5,Beautification
2,6,44,6,45,5,Beautification
2,6,45,6,46,5,Beautification
2,6,46,6,47,5,Beautification
2,6,47,6,48,5,Beautification
2,6,48,6,49,5,Beautification
2,6,49,6,50,5,Beautification
2,6,50,6,51,5,Beautification
2,6,51,6,52,5,Beautification
2,6,52,6,53,5,Beautification
2,6,53,6,54,5,Beautification
2,6,54,6,55,5,Beautification
2,6,55,6,56,5,Beautification
2,12,5,12,6,5,Beautification
2,12,6,12,7,5,Beautification
2,12,7,12,8,5,Beautification
2,12,8,12,9,5,Beautification
2,12,9,12,10,5,Beautification
2,12,10,12,11,5,Beautification
2,12,11,12,12,5,Beautification
2,12,12,12,13,5,Beautification
2,12,13,12,14,5,Beautification
2,12,14,12,15,5,Beautification
2,12,15,12,16,5,Beautification
2,12,16,12,17,5,Beautification
2,12,17,12,18,5,Beautification
2,13,19,13,20,5,Beautification
2,13,20,13,21,5,Beautification
2,13,21,13,22,5,Beautification
2,13,22,13,23,5,Beautification
2,13,23,13,24,5,Beautification
2,13,24,13,25,5,Beautification
2,13,25,13,26,5,Beautification
2,13,26,13,27,5,Beautification
2,13,33,13,34,5,Beautification
2,13,34,13,35,5,Beautification
2,13,35,13,36,5,Beautification
2,13,36,13,37,5,Beautification
2,5,57,5,60,10,Bring-to-Hotspot
2,5,60,5,63,10,Bring-to-Hotspot
2,5,68,5,71,10,Bring-to-Hotspot
2,6,40,6,43,10,Bring-to-Hotspot
2,13,27,13,30,10,Bring-to-Hotspot
2,13,30,13,33,10,Bring-to-Hotspot
2,5,4,12,5,-5,Move to zone 12
2,6,56,5,57,-5,Move to zone 5
2,12,18,13,19,-5,Move to zone 13
2,13,37,6,38,-5,Move to zone 6
3,7,64,7,65,5,Beautification
3,7,68,7,69,5,Beautification
3,8,0,8,1,5,Beautification
3,8,1,8,2,5,Beautification
3,8,2,8,3,5,Beautification
3,8,9,8,10,5,Beautification
3,8,28,8,29,5,Beautification
3,8,29,8,30,5,Beautification
3,8,33,8,34,5,Beautification
3,8,46,8,47,5,Beautification
3,8,47,8,48,5,Beautification
3,7,49,7,52,10,Bring-to-Hotspot
3,7,52,7,55,10,Bring-to-Hotspot
3,7,55,7,58,10,Bring-to-Hotspot
3,7,58,7,61,10,Bring-to-Hotspot
3,7,61,7,64,10,Bring-to-Hotspot
3,7,65,7,68,10,Bring-to-Hotspot
3,7,69,7,72,10,Bring-to-Hotspot
3,8,3,8,6,10,Bring-to-Hotspot
3,8,6,8,9,10,Bring-to-Hotspot
3,8,10,8,13,10,Bring-to-Hotspot
3,8,13,8,16,10,Bring-to-Hotspot
3,8,16,8,19,10,Bring-to-Hotspot
3,8,19,8,22,10,Bring-to-Hotspot
3,8,22,8,25,10,Bring-to-Hotspot
3,8,25,8,28,10,Bring-to-Hotspot
3,8,30,8,33,10,Bring-to-Hotspot
3,8,34,8,37,10,Bring-to-Hotspot
3,8,37,8,40,10,Bring-to-Hotspot
3,8,40,8,43,10,Bring-to-Hotspot
3,8,43,8,46,10,Bring-to-Hotspot
3,8,48,7,49,-5,Move to zone 7
4,1,66,1,67,5,Beautification
4,1,67,1,68,5,Beautification
4,1,68,1,69,5,Beautification
4,1,69,1,70,5,Beautification
4,1,70,1,71,5,Beautification
4,1,71,1,72,5,Beautification
4,2,50,2,51,5,Beautification
4,2,54,2,55,5,Beautification
4,2,55,2,56,5,Beautification
4,11,0,11,1,5,Beautification
4,11,1,11,2,5,Beautification
4,11,9,11,10,5,Beautification
4,11,13,11,14,5,Beautification
4,11,14,11,15,5,Beautification
4,11,15,11,16,5,Beautification
4,11,16,11,17,5,Beautification
4,11,17,11,18,5,Beautification
4,11,21,11,22,5,Beautification
4,11,22,11,23,5,Beautification
4,11,23,11,24,5,Beautification
4,11,24,11,25,5,Beautification
4,11,25,11,26,5,Beautification
4,11,26,11,27,5,Beautification
4,11,30,11,31,5,Beautification
4,2,34,2,37,10,Bring-to-Hotspot
4,2,37,2,40,10,Bring-to-Hotspot
4,2,40,2,43,10,Bring-to-Hotspot
4,2,43,2,46,10,Bring-to-Hotspot
4,2,46,2,49,10,Bring-to-Hotspot
4,2,51,2,54,10,Bring-to-Hotspot
4,2,56,2,59,10,Bring-to-Hotspot
4,2,59,2,62,10,Bring-to-Hotspot
4,2,62,2,65,10,Bring-to-Hotspot
4,11,2,11,5,10,Bring-to-Hotspot
4,11,5,11,8,10,Bring-to-Hotspot
4,11,10,11,13,10,Bring-to-Hotspot
4,11,18,11,21,10,Bring-to-Hotspot
4,11,27,11,30,10,Bring-to-Hotspot
4,2,65,1,66,-5,Move to zone 1
4,11,31,2,34,-15,Move to zone 2
4,2,49,2,50,0,Wait
4,11,8,11,9,0,Wait
5,14,46,14,47,5,Beautification
5,14,47,14,48,5,Beautification
5,14,48,14,49,5,Beautification
5,14,49,14,50,5,Beautification
5,14,50,14,51,5,Beautification
5,14,51,14,52,5,Beautification
5,14,52,14,53,5,Beautification
5,14,53,14,54,5,Beautification
5,14,57,14,58,5,Beautification
5,14,58,14,59,5,Beautification
5,14,59,14,60,5,Beautification
5,14,60,14,61,5,Beautification
5,15,0,15,1,5,Beautification
5,15,4,15,5,5,Beautification
5,15,5,15,6,5,Beautification
5,15,30,15,31,5,Beautification
5,15,34,15,35,5,Beautification
5,15,41,15,42,5,Beautification
5,16,63,16,64,5,Beautification
5,16,64,16,65,5,Beautification
5,16,65,16,66,5,Beautification
5,16,66,16,67,5,Beautification
5,16,67,16,68,5,Beautification
5,16,68,16,69,5,Beautification
5,16,69,16,70,5,Beautification
5,16,70,16,71,5,Beautification
5,16,71,16,72,5,Beautification
5,14,54,14,57,10,Bring-to-Hotspot
5,15,1,15,4,10,Bring-to-Hotspot
5,15,6,15,9,10,Bring-to-Hotspot
5,15,9,15,12,10,Bring-to-Hotspot
5,15,12,15,15,10,Bring-to-Hotspot
5,15,15,15,18,10,Bring-to-Hotspot
5,15,18,15,21,10,Bring-to-Hotspot
5,15,21,15,24,10,Bring-to-Hotspot
5,15,24,15,27,10,Bring-to-Hotspot
5,15,27,15,30,10,Bring-to-Hotspot
5,15,31,15,34,10,Bring-to-Hotspot
5,15,35,15,38,10,Bring-to-Hotspot
5,15,38,15,41,10,Bring-to-Hotspot
5,15,42,15,45,10,Bring-to-Hotspot
5,14,61,16,63,-10,Move to zone 16
5,15,45,14,46,-5,Move to zone 14
