Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
1,1,63,1,64,5,Beautification
1,2,68,2,69,5,Beautification
1,3,17,3,18,5,Beautification
1,3,18,3,19,5,Beautification
1,3,19,3,20,5,Beautification
1,3,32,3,33,5,Beautification
1,1,48,1,51,10,Bring-to-Hotspot
1,1,51,1,54,10,Bring-to-Hotspot
1,1,60,1,63,10,Bring-to-Hotspot
1,1,64,1,67,10,Bring-to-Hotspot
1,2,10,2,13,10,Bring-to-Hotspot
1,2,37,2,40,10,Bring-to-Hotspot
1,2,40,2,43,10,Bring-to-Hotspot
1,2,44,2,47,10,Bring-to-Hotspot
1,3,0,3,3,10,Bring-to-Hotspot
1,3,3,3,6,10,Bring-to-Hotspot
1,3,14,3,17,10,Bring-to-Hotspot
1,3,20,3,23,10,Bring-to-Hotspot
1,3,23,3,26,10,Bring-to-Hotspot
1,3,26,3,29,10,Bring-to-Hotspot
1,3,29,3,32,10,Bring-to-Hotspot
1,3,33,3,36,10,Bring-to-Hotspot
1,1,67,2,68,-5,Move to zone 2
1,2,47,1,48,-5,Move to zone 1
1,2,13,3,14,-5,Move to zone 3
1,3,9,2,10,-5,Move to zone 2
1,3,36,2,37,-5,Move to zone 2
1,1,54,1,55,0,Wait
1,1,55,1,56,0,Wait
1,1,56,1,57,0,Wait
1,1,57,1,58,0,Wait
1,1,58,1,59,0,Wait
1,1,59,1,60,0,Wait
1,2,43,2,44,0,Wait
1,2,69,2,70,0,Wait
1,2,70,2,71,0,Wait
1,2,71,2,72,0,Wait
1,3,6,3,7,0,Wait
1,3,7,3,8,0,Wait
1,3,8,3,9,0,Wait
2,5,6,5,7,5,Beautification
2,5,16,5,17,5,Beautification
2,5,18,5,19,5,Beautification
2,6,29,6,30,5,Beautification
2,6,41,6,42,5,Beautification
2,6,42,6,43,5,Beautification
2,6,55,6,56,5,Beautification
2,6,56,6,57,5,Beautification
2,13,67,13,68,5,Beautification
2,13,68,13,69,5,Beautification
2,5,0,5,3,10,Bring-to-Hotspot
2,5,3,5,6,10,Bring-to-Hotspot
2,5,7,5,10,10,Bring-to-Hotspot
2,5,10,5,13,10,Bring-to-Hotspot
2,5,13,5,16,10,Bring-to-Hotspot
2,5,19,5,22,10,Bring-to-Hotspot
2,5,22,5,25,10,Bring-to-Hotspot
2,6,26,6,29,10,Bring-to-Hotspot
2,6,30,6,33,10,Bring-to-Hotspot
2,6,43,6,46,10,Bring-to-Hotspot
2,6,46,6,49,10,Bring-to-Hotspot
2,6,49,6,52,10,Bring-to-Hotspot
2,6,52,6,55,10,Bring-to-Hotspot
2,6,57,6,60,10,Bring-to-Hotspot
2,6,60,6,63,10,Bring-to-Hotspot
2,6,63,6,66,10,Bring-to-Hotspot
2,13,34,13,37,10,Bring-to-Hotspot
2,13,37,13,40,10,Bring-to-Hotspot
2,13,69,13,72,10,Bring-to-Hotspot
2,5,25,6,26,-5,Move to zone 6
2,6,33,13,34,-5,Move to zone 13
2,6,66,13,67,-5,Move to zone 13
2,13,40,6,41,-5,Move to zone 6
2,5,17,5,18,0,Wait
3,7,68,7,69,5,Beautification
3,7,70,7,71,5,Beautification
3,8,0,8,1,5,Beautification
3,8,1,8,2,5,Beautification
3,8,11,8,12,5,Beautification
3,8,27,8,28,5,Beautification
3,8,29,8,30,5,Beautification
3,8,42,8,43,5,Beautification
3,7,50,7,53,10,Bring-to-Hotspot
3,7,53,7,56,10,Bring-to-Hotspot
3,7,56,7,59,10,Bring-to-Hotspot
3,7,59,7,62,10,Bring-to-Hotspot
3,7,62,7,65,10,Bring-to-Hotspot
3,7,65,7,68,10,Bring-to-Hotspot
3,8,2,8,5,10,Bring-to-Hotspot
3,8,5,8,8,10,Bring-to-Hotspot
3,8,8,8,11,10,Bring-to-Hotspot
3,8,12,8,15,10,Bring-to-Hotspot
3,8,15,8,18,10,Bring-to-Hotspot
3,8,18,8,21,10,Bring-to-Hotspot
3,8,21,8,24,10,Bring-to-Hotspot
3,8,24,8,27,10,Bring-to-Hotspot
3,8,30,8,33,10,Bring-to-Hotspot
3,8,37,8,40,10,Bring-to-Hotspot
3,8,43,8,46,10,Bring-to-Hotspot
3,8,46,8,49,10,Bring-to-Hotspot
3,8,49,7,50,-5,Move to zone 7
3,7,69,7,70,0,Wait
3,7,71,7,72,0,Wait
3,8,28,8,29,0,Wait
3,8,33,8,34,0,Wait
3,8,34,8,35,0,Wait
3,8,35,8,36,0,Wait
3,8,36,8,37,0,Wait
3,8,40,8,41,0,Wait
3,8,41,8,42,0,Wait
4,10,1,10,2,5,Beautification
4,10,2,10,3,5,Beautification
4,10,3,10,4,5,Beautification
4,10,10,10,11,5,Beautification
4,10,14,10,15,5,Beautification
4,10,21,10,22,5,Beautification
4,10,28,10,29,5,Beautification
4,10,29,10,30,5,Beautification
4,10,39,10,40,5,Beautification
4,10,40,10,41,5,Beautification
4,11,64,11,65,5,Beautification
4,11,65,11,66,5,Beautification
4,10,4,10,7,10,Bring-to-Hotspot
4,10,7,10,10,10,Bring-to-Hotspot
4,10,11,10,14,10,Bring-to-Hotspot
4,10,15,10,18,10,Bring-to-Hotspot
4,10,18,10,21,10,Bring-to-Hotspot
4,10,22,10,25,10,Bring-to-Hotspot
4,10,25,10,28,10,Bring-to-Hotspot
4,10,30,10,33,10,Bring-to-Hotspot
4,10,33,10,36,10,Bring-to-Hotspot
4,10,36,10,39,10,Bring-to-Hotspot
4,10,41,10,44,10,Bring-to-Hotspot
4,10,45,10,48,10,Bring-to-Hotspot
4,10,48,10,51,10,Bring-to-Hotspot
4,10,51,10,54,10,Bring-to-Hotspot
4,10,54,10,57,10,Bring-to-Hotspot
4,10,57,10,60,10,Bring-to-Hotspot
4,10,60,10,63,10,Bring-to-Hotspot
4,11,66,11,69,10,Bring-to-Hotspot
4,11,69,11,72,10,Bring-to-Hotspot
4,9,0,10,1,-5,Move to zone 10
4,10,63,11,64,-5,Move to zone 11
4,10,44,10,45,0,Wait
5,2,10,2,11,5,Beautification
5,9,28,9,29,5,Beautification
5,9,31,9,32,5,Beautification
5,9,39,9,40,5,Beautification
5,9,46,9,47,5,Beautification
5,9,71,9,72,5,Beautification
5,11,0,11,1,5,Beautification
5,2,11,2,14,10,Bring-to-Hotspot
5,2,14,2,17,10,Bring-to-Hotspot
5,2,17,2,20,10,Bring-to-Hotspot
5,2,20,2,23,10,Bring-to-Hotspot
5,9,3,9,6,10,Bring-to-Hotspot
5,9,6,9,9,10,Bring-to-Hotspot
5,9,24,9,27,10,Bring-to-Hotspot
5,9,33,9,36,10,Bring-to-Hotspot
5,9,36,9,39,10,Bring-to-Hotspot
5,9,40,9,43,10,Bring-to-Hotspot
5,9,43,9,46,10,Bring-to-Hotspot
5,9,47,9,50,10,Bring-to-Hotspot
5,9,50,9,53,10,Bring-to-Hotspot
5,9,53,9,56,10,Bring-to-Hotspot
5,9,56,9,59,10,Bring-to-Hotspot
5,9,59,9,62,10,Bring-to-Hotspot
5,9,62,9,65,10,Bring-to-Hotspot
5,9,65,9,68,10,Bring-to-Hotspot
5,9,68,9,71,10,Bring-to-Hotspot
5,2,23,9,24,-5,Move to zone 9
5,9,9,2,10,-5,Move to zone 2
5,11,1,9,3,-10,Move to zone 9
5,9,27,9,28,0,Wait
5,9,29,9,30,0,Wait
5,9,30,9,31,0,Wait
5,9,32,9,33,0,Wait
6,4,50,4,51,5,Beautification
6,4,67,4,68,5,Beautification
6,4,71,4,72,5,Beautification
6,11,48,11,49,5,Beautification
6,11,61,11,62,5,Beautification
6,11,62,11,63,5,Beautification
6,12,10,12,11,5,Beautification
6,12,11,12,12,5,Beautification
6,12,12,12,13,5,Beautification
6,12,13,12,14,5,Beautification
6,12,17,12,18,5,Beautification
6,12,24,12,25,5,Beautification
6,13,0,13,1,5,Beautification
6,13,7,13,8,5,Beautification
6,13,8,13,9,5,Beautification
6,4,51,4,54,10,Bring-to-Hotspot
6,4,57,4,60,10,Bring-to-Hotspot
6,4,68,4,71,10,Bring-to-Hotspot
6,11,27,11,30,10,Bring-to-Hotspot
6,11,30,11,33,10,Bring-to-Hotspot
6,11,33,11,36,10,Bring-to-Hotspot
6,11,36,11,39,10,Bring-to-Hotspot
6,11,39,11,42,10,Bring-to-Hotspot
6,11,42,11,45,10,Bring-to-Hotspot
6,11,45,11,48,10,Bring-to-Hotspot
6,11,63,11,66,10,Bring-to-Hotspot
6,12,14,12,17,10,Bring-to-Hotspot
6,12,18,12,21,10,Bring-to-Hotspot
6,12,21,12,24,10,Bring-to-Hotspot
6,13,1,13,4,10,Bring-to-Hotspot
6,13,4,13,7,10,Bring-to-Hotspot
6,4,60,11,61,-5,Move to zone 11
6,11,49,4,50,-5,Move to zone 4
6,11,66,4,67,-5,Move to zone 4
6,12,25,11,27,-10,Move to zone 11
6,13,9,12,10,-5,Move to zone 12
6,4,54,4,55,0,Wait
6,4,55,4,56,0,Wait
6,4,56,4,57,0,Wait
7,14,8,14,9,5,Beautification
7,14,9,14,10,5,Beautification
7,14,10,14,11,5,Beautification
7,14,11,14,12,5,Beautification
7,15,0,15,1,5,Beautification
7,15,1,15,2,5,Beautification
7,15,2,15,3,5,Beautification
7,15,3,15,4,5,Beautification
7,15,31,15,32,5,Beautification
7,15,32,15,33,5,Beautification
7,16,58,16,59,5,Beautification
7,16,62,16,63,5,Beautification
7,14,12,14,15,10,Bring-to-Hotspot
7,14,15,14,18,10,Bring-to-Hotspot
7,14,18,14,21,10,Bring-to-Hotspot
7,14,21,14,24,10,Bring-to-Hotspot
7,14,24,14,27,10,Bring-to-Hotspot
7,15,4,15,7,10,Bring-to-Hotspot
7,15,28,15,31,10,Bring-to-Hotspot
7,15,33,15,36,10,Bring-to-Hotspot
7,15,36,15,39,10,Bring-to-Hotspot
7,15,39,15,42,10,Bring-to-Hotspot
7,15,42,15,45,10,Bring-to-Hotspot
7,15,45,15,48,10,Bring-to-Hotspot
7,15,48,15,51,10,Bring-to-Hotspot
7,15,51,15,54,10,Bring-to-Hotspot
7,16,55,16,58,10,Bring-to-Hotspot
7,16,59,16,62,10,Bring-to-Hotspot
7,16,63,16,66,10,Bring-to-Hotspot
7,16,66,16,69,10,Bring-to-Hotspot
7,16,69,16,72,10,Bring-to-Hotspot
7,14,27,15,28,-5,Move to zone 15
7,15,7,14,8,-5,Move to zone 14
7,15,54,16,55,-5,Move to zone 16
