Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
3,5,9,5,10,0,Wait
3,5,11,5,12,0,Wait
3,5,12,5,13,0,Wait
3,5,13,5,14,0,Wait
3,5,14,5,15,0,Wait
3,5,24,5,25,0,Wait
3,5,25,5,26,0,Wait
3,5,26,5,27,0,Wait
3,5,28,5,29,0,Wait
3,5,29,5,30,0,Wait
3,5,30,5,31,0,Wait
3,5,31,5,32,0,Wait
3,5,32,5,33,0,Wait
3,5,34,5,35,0,Wait
3,12,45,12,46,0,Wait
3,12,50,12,51,0,Wait
3,12,51,12,52,0,Wait
3,12,58,12,59,0,Wait
3,12,59,12,60,0,Wait
3,12,60,12,61,0,Wait
3,12,61,12,62,0,Wait
3,12,64,12,65,0,Wait
3,12,71,12,72,0,Wait
4,7,16,7,17,5,Beautification
4,7,17,7,18,5,Beautification
4,8,26,8,27,5,Beautification
4,8,32,8,33,5,Beautification
4,8,42,8,43,5,Beautification
4,8,48,8,49,5,Beautification
4,8,49,8,50,5,Beautification
4,8,63,8,64,5,Beautification
4,7,1,7,4,10,Bring-to-Hotspot
4,7,4,7,7,10,Bring-to-Hotspot
4,7,7,7,10,10,Bring-to-Hotspot
4,7,10,7,13,10,Bring-to-Hotspot
4,7,13,7,16,10,Bring-to-Hotspot
4,8,19,8,22,10,Bring-to-Hotspot
4,8,22,8,25,10,Bring-to-Hotspot
4,8,27,8,30,10,Bring-to-Hotspot
4,8,33,8,36,10,Bring-to-Hotspot
4,8,36,8,39,10,Bring-to-Hotspot
4,8,45,8,48,10,Bring-to-Hotspot
4,8,51,8,54,10,Bring-to-Hotspot
4,8,54,8,57,10,Bring-to-Hotspot
4,8,57,8,60,10,Bring-to-Hotspot
4,8,60,8,63,10,Bring-to-Hotspot
4,7,18,8,19,-5,Move to zone 8
4,8,0,7,1,-5,Move to zone 7
4,8,25,8,26,0,Wait
4,8,30,8,31,0,Wait
4,8,31,8,32,0,Wait
4,8,39,8,40,0,Wait
4,8,40,8,41,0,Wait
4,8,41,8,42,0,Wait
4,8,43,8,44,0,Wait
4,8,44,8,45,0,Wait
4,8,50,8,51,0,Wait
4,8,64,8,65,0,Wait
4,8,65,8,66,0,Wait
4,8,66,8,67,0,Wait
4,8,67,8,68,0,Wait
4,8,68,8,69,0,Wait
4,8,69,8,70,0,Wait
4,8,70,8,71,0,Wait
4,8,71,8,72,0,Wait
5,2,1,2,2,5,Beautification
5,2,5,2,6,5,Beautification
5,9,26,9,27,5,Beautification
5,9,33,9,34,5,Beautification
5,9,35,9,36,5,Beautification
5,9,37,9,38,5,Beautification
5,2,2,2,5,10,Bring-to-Hotspot
5,2,6,2,9,10,Bring-to-Hotspot
5,2,9,2,12,10,Bring-to-Hotspot
5,2,12,2,15,10,Bring-to-Hotspot
5,2,15,2,18,10,Bring-to-Hotspot
5,2,18,2,21,10,Bring-to-Hotspot
5,2,21,2,24,10,Bring-to-Hotspot
5,9,27,9,30,10,Bring-to-Hotspot
5,9,30,9,33,10,Bring-to-Hotspot
5,9,38,9,41,10,Bring-to-Hotspot
5,9,42,9,45,10,Bring-to-Hotspot
5,9,45,9,48,10,Bring-to-Hotspot
5,9,48,9,51,10,Bring-to-Hotspot
5,9,51,9,54,10,Bring-to-Hotspot
5,9,54,9,57,10,Bring-to-Hotspot
5,9,57,9,60,10,Bring-to-Hotspot
5,9,60,9,63,10,Bring-to-Hotspot
5,9,63,9,66,10,Bring-to-Hotspot
5,9,66,9,69,10,Bring-to-Hotspot
5,9,69,9,72,10,Bring-to-Hotspot
5,2,24,9,25,-5,Move to zone 9
5,9,0,2,1,-5,Move to zone 2
5,9,25,9,26,0,Wait
5,9,34,9,35,0,Wait
5,9,36,9,37,0,Wait
5,9,41,9,42,0,Wait
6,4,67,4,68,5,Beautification
6,4,71,4,72,5,Beautification
6,11,2,11,3,5,Beautification
6,11,20,11,21,5,Beautification
6,11,27,11,28,5,Beautification
6,16,51,16,52,5,Beautification
6,16,53,16,54,5,Beautification
6,4,61,4,64,10,Bring-to-Hotspot
6,4,64,4,67,10,Bring-to-Hotspot
6,4,68,4,71,10,Bring-to-Hotspot
6,11,4,11,7,10,Bring-to-Hotspot
6,11,7,11,10,10,Bring-to-Hotspot
6,11,10,11,13,10,Bring-to-Hotspot
6,11,13,11,16,10,Bring-to-Hotspot
6,11,17,11,20,10,Bring-to-Hotspot
6,11,21,11,24,10,Bring-to-Hotspot
6,11,24,11,27,10,Bring-to-Hotspot
6,11,57,11,60,10,Bring-to-Hotspot
6,16,33,16,36,10,Bring-to-Hotspot
6,16,38,16,41,10,Bring-to-Hotspot
6,16,41,16,44,10,Bring-to-Hotspot
6,16,48,16,51,10,Bring-to-Hotspot
6,11,60,4,61,-5,Move to zone 4
6,11,28,16,30,-10,Move to zone 16
6,16,55,11,57,-10,Move to zone 11
6,11,0,11,1,0,Wait
6,11,1,11,2,0,Wait
6,11,3,11,4,0,Wait
6,11,16,11,17,0,Wait
6,16,30,16,31,0,Wait
6,16,31,16,32,0,Wait
6,16,32,16,33,0,Wait
6,16,36,16,37,0,Wait
6,16,37,16,38,0,Wait
6,16,44,16,45,0,Wait
6,16,45,16,46,0,Wait
6,16,46,16,47,0,Wait
6,16,47,16,48,0,Wait
6,16,52,16,53,0,Wait
6,16,54,16,55,0,Wait
7,6,1,6,2,5,Beautification
7,6,2,6,3,5,Beautification
7,6,3,6,4,5,Beautification
7,13,51,13,52,5,Beautification
7,13,61,13,62,5,Beautification
7,13,69,13,70,5,Beautification
7,13,70,13,71,5,Beautification
7,6,4,6,7,10,Bring-to-Hotspot
7,6,7,6,10,10,Bring-to-Hotspot
7,6,10,6,13,10,Bring-to-Hotspot
7,6,13,6,16,10,Bring-to-Hotspot
7,6,16,6,19,10,Bring-to-Hotspot
7,6,19,6,22,10,Bring-to-Hotspot
7,6,22,6,25,10,Bring-to-Hotspot
7,6,25,6,28,10,Bring-to-Hotspot
7,6,28,6,31,10,Bring-to-Hotspot
7,13,32,13,35,10,Bring-to-Hotspot
7,13,35,13,38,10,Bring-to-Hotspot
7,13,45,13,48,10,Bring-to-Hotspot
7,13,48,13,51,10,Bring-to-Hotspot
7,13,55,13,58,10,Bring-to-Hotspot
7,13,58,13,61,10,Bring-to-Hotspot
7,13,63,13,66,10,Bring-to-Hotspot
7,6,31,13,32,-5,Move to zone 13
7,13,0,6,1,-5,Move to zone 6
7,13,38,13,39,0,Wait
7,13,39,13,40,0,Wait
7,13,40,13,41,0,Wait
7,13,41,13,42,0,Wait
7,13,42,13,43,0,Wait
7,13,43,13,44,0,Wait
7,13,44,13,45,0,Wait
7,13,52,13,53,0,Wait
7,13,53,13,54,0,Wait
7,13,54,13,55,0,Wait
7,13,62,13,63,0,Wait
7,13,66,13,67,0,Wait
7,13,67,13,68,0,Wait
7,13,68,13,69,0,Wait
7,13,71,13,72,0,Wait
8,14,57,14,58,5,Beautification
8,14,58,14,59,5,Beautification
8,14,61,14,62,5,Beautification
8,15,29,15,30,5,Beautification
8,15,39,15,40,5,Beautification
8,15,42,15,43,5,Beautification
8,15,46,15,47,5,Beautification
8,14,48,14,51,10,Bring-to-Hotspot
8,14,51,14,54,10,Bring-to-Hotspot
8,14,54,14,57,10,Bring-to-Hotspot
8,14,62,14,65,10,Bring-to-Hotspot
8,14,66,14,69,10,Bring-to-Hotspot
8,14,69,14,72,10,Bring-to-Hotspot
8,15,0,15,3,10,Bring-to-Hotspot
8,15,4,15,7,10,Bring-to-Hotspot
8,15,7,15,10,10,Bring-to-Hotspot
8,15,11,15,14,10,Bring-to-Hotspot
8,15,16,15,19,10,Bring-to-Hotspot
8,15,24,15,27,10,Bring-to-Hotspot
8,15,30,15,33,10,Bring-to-Hotspot
8,15,36,15,39,10,Bring-to-Hotspot
8,15,43,15,46,10,Bring-to-Hotspot
8,15,47,14,48,-5,Move to zone 14
8,14,59,14,60,0,Wait
8,14,60,14,61,0,Wait
8,14,65,14,66,0,Wait
8,15,3,15,4,0,Wait
8,15,10,15,11,0,Wait
8,15,14,15,15,0,Wait
8,15,15,15,16,0,Wait
8,15,19,15,20,0,Wait
8,15,20,15,21,0,Wait
8,15,21,15,22,0,Wait
8,15,22,15,23,0,Wait
8,15,23,15,24,0,Wait
8,15,27,15,28,0,Wait
8,15,28,15,29,0,Wait
8,15,33,15,34,0,Wait
8,15,34,15,35,0,Wait
8,15,35,15,36,0,Wait
8,15,40,15,41,0,Wait
8,15,41,15,42,0,Wait
