Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
1,1,9,1,10,5,Beautification
1,2,49,2,50,5,Beautification
1,2,71,2,72,5,Beautification
1,9,29,9,30,5,Beautification
1,9,36,9,37,5,Beautification
1,1,0,1,3,10,Bring-to-Hotspot
1,1,3,1,6,10,Bring-to-Hotspot
1,1,6,1,9,10,Bring-to-Hotspot
1,1,12,1,15,10,Bring-to-Hotspot
1,2,50,2,53,10,Bring-to-Hotspot
1,2,53,2,56,10,Bring-to-Hotspot
1,2,56,2,59,10,Bring-to-Hotspot
1,2,59,2,62,10,Bring-to-Hotspot
1,2,62,2,65,10,Bring-to-Hotspot
1,2,65,2,68,10,Bring-to-Hotspot
1,2,68,2,71,10,Bring-to-Hotspot
1,9,19,9,22,10,Bring-to-Hotspot
1,9,23,9,26,10,Bring-to-Hotspot
1,9,26,9,29,10,Bring-to-Hotspot
1,9,32,9,35,10,Bring-to-Hotspot
1,9,38,9,41,10,Bring-to-Hotspot
1,9,41,9,44,10,Bring-to-Hotspot
1,9,44,9,47,10,Bring-to-Hotspot
1,1,16,9,18,-10,Move to zone 9
1,9,48,2,49,-5,Move to zone 2
1,1,10,1,11,0,Wait
1,1,11,1,12,0,Wait
1,1,15,1,16,0,Wait
1,9,18,9,19,0,Wait
1,9,22,9,23,0,Wait
1,9,30,9,31,0,Wait
1,9,31,9,32,0,Wait
1,9,35,9,36,0,Wait
1,9,37,9,38,0,Wait
1,9,47,9,48,0,Wait
2,3,1,3,2,5,Beautification
2,3,17,3,18,5,Beautification
2,3,18,3,19,5,Beautification
2,3,33,3,34,5,Beautification
2,10,39,10,40,5,Beautification
2,10,52,10,53,5,Beautification
2,10,53,10,54,5,Beautification
2,10,60,10,61,5,Beautification
2,10,61,10,62,5,Beautification
2,10,71,10,72,5,Beautification
2,3,2,3,5,10,Bring-to-Hotspot
2,3,5,3,8,10,Bring-to-Hotspot
2,3,9,3,12,10,Bring-to-Hotspot
2,3,12,3,15,10,Bring-to-Hotspot
2,3,19,3,22,10,Bring-to-Hotspot
2,3,23,3,26,10,Bring-to-Hotspot
2,3,26,3,29,10,Bring-to-Hotspot
2,3,30,3,33,10,Bring-to-Hotspot
2,10,36,10,39,10,Bring-to-Hotspot
2,10,41,10,44,10,Bring-to-Hotspot
2,10,44,10,47,10,Bring-to-Hotspot
2,10,47,10,50,10,Bring-to-Hotspot
2,10,54,10,57,10,Bring-to-Hotspot
2,10,57,10,60,10,Bring-to-Hotspot
2,10,62,10,65,10,Bring-to-Hotspot
2,10,65,10,68,10,Bring-to-Hotspot
2,10,68,10,71,10,Bring-to-Hotspot
2,3,34,10,35,-5,Move to zone 10
2,3,0,3,1,0,Wait
2,3,8,3,9,0,Wait
2,3,15,3,16,0,Wait
2,3,16,3,17,0,Wait
2,3,22,3,23,0,Wait
2,3,29,3,30,0,Wait
2,10,35,10,36,0,Wait
2,10,40,10,41,0,Wait
2,10,50,10,51,0,Wait
2,10,51,10,52,0,Wait
3,5,41,5,42,5,Beautification
3,5,59,5,60,5,Beautification
3,5,71,5,72,5,Beautification
3,6,1,6,2,5,Beautification
3,6,14,6,15,5,Beautification
3,6,16,6,17,5,Beautification
3,6,32,6,33,5,Beautification
3,5,37,5,40,10,Bring-to-Hotspot
3,5,42,5,45,10,Bring-to-Hotspot
3,5,45,5,48,10,Bring-to-Hotspot
3,5,48,5,51,10,Bring-to-Hotspot
3,5,60,5,63,10,Bring-to-Hotspot
3,5,63,5,66,10,Bring-to-Hotspot
3,5,68,5,71,10,Bring-to-Hotspot
3,6,2,6,5,10,Bring-to-Hotspot
3,6,5,6,8,10,Bring-to-Hotspot
3,6,8,6,11,10,Bring-to-Hotspot
3,6,11,6,14,10,Bring-to-Hotspot
3,6,17,6,20,10,Bring-to-Hotspot
3,6,20,6,23,10,Bring-to-Hotspot
